platform,username,comment_text,timestamp,likes,post_id,post_subject,post_url,post_caption,comment_id,primary_emotion,sentiment_score,secondary_emotions,is_sarcastic,weighted_sentiment,comment_likes,mentioned_entities
instagram,anjalyn_grace,I’m not a fan.,1970-01-01 00:00:01.763682337,76,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-10-02-585,https://www.instagram.com/p/DRSssyVEuwk,"Meghan Markle says ""no one in the world"" loves her more than Prince Harry — and the feeling is very much mutual! ""He loves me so boldly, fully,"" she tells Harper's Bazaar. ""He also has a different perspective because he sees media that I wouldn't. No one in the world loves me more than him, so I know he's always going to make sure that he has my back."" As for the ridicule she faces, the Duchess of Sussex shares, ""I love being able to… play in the sandbox with my kids and to play in the front row at a show."" ""I think the moment that you start making all of your personal decisions based on external judgment, then you lose your authenticity."" Swipe for more from Meghan and head to the link in bio 🔗 for Harper's Bazaar's full interview, on newsstands Dec. 2",772085f925862bfa,disappointment,-0.7,[],False,-3.7406637952975785,76,"{'people': [], 'shows': [], 'explicit_people': [], 'implicit_people': [], 'explicit_shows': [], 'implicit_shows': []}"
instagram,threeblacktshirts,"She is overlooking herself, no one loves Meghan more boldly than Meghan.",1970-01-01 00:00:01.763678639,744,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-10-02-585,https://www.instagram.com/p/DRSssyVEuwk,"Meghan Markle says ""no one in the world"" loves her more than Prince Harry — and the feeling is very much mutual! ""He loves me so boldly, fully,"" she tells Harper's Bazaar. ""He also has a different perspective because he sees media that I wouldn't. No one in the world loves me more than him, so I know he's always going to make sure that he has my back."" As for the ridicule she faces, the Duchess of Sussex shares, ""I love being able to… play in the sandbox with my kids and to play in the front row at a show."" ""I think the moment that you start making all of your personal decisions based on external judgment, then you lose your authenticity."" Swipe for more from Meghan and head to the link in bio 🔗 for Harper's Bazaar's full interview, on newsstands Dec. 2",a2fadc886e1118a4,disgust,-0.6,[],False,-4.568030531027736,744,"{'people': ['harry', 'Meghan Markle', 'Meg', 'Meghan', 'Harry', 'Dataset Instagram', 'Duchess'], 'shows': [], 'explicit_people': ['Meg', 'Meghan'], 'implicit_people': ['Dataset Instagram', 'Harry', 'harry', 'Duchess', 'Meghan Markle'], 'explicit_shows': [], 'implicit_shows': []}"
instagram,jennfair44,She loves herself more than anybody.,1970-01-01 00:00:01.763672948,243,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-10-02-585,https://www.instagram.com/p/DRSssyVEuwk,"Meghan Markle says ""no one in the world"" loves her more than Prince Harry — and the feeling is very much mutual! ""He loves me so boldly, fully,"" she tells Harper's Bazaar. ""He also has a different perspective because he sees media that I wouldn't. No one in the world loves me more than him, so I know he's always going to make sure that he has my back."" As for the ridicule she faces, the Duchess of Sussex shares, ""I love being able to… play in the sandbox with my kids and to play in the front row at a show."" ""I think the moment that you start making all of your personal decisions based on external judgment, then you lose your authenticity."" Swipe for more from Meghan and head to the link in bio 🔗 for Harper's Bazaar's full interview, on newsstands Dec. 2",a989cd2bf7439863,disgust,-0.7,[],False,-4.548017757705241,243,"{'people': ['harry', 'Meghan Markle', 'Meg', 'Meghan', 'Harry', 'Dataset Instagram', 'Duchess'], 'shows': [], 'explicit_people': [], 'implicit_people': ['Dataset Instagram', 'Meg', 'Harry', 'harry', 'Meghan', 'Duchess', 'Meghan Markle'], 'explicit_shows': [], 'implicit_shows': []}"
instagram,shelly_conrad_namaste,She’s always talking about how much H loves her. But never talks about how much she loves him. It’s me me me with her.,1970-01-01 00:00:01.763672510,635,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-10-02-585,https://www.instagram.com/p/DRSssyVEuwk,"Meghan Markle says ""no one in the world"" loves her more than Prince Harry — and the feeling is very much mutual! ""He loves me so boldly, fully,"" she tells Harper's Bazaar. ""He also has a different perspective because he sees media that I wouldn't. No one in the world loves me more than him, so I know he's always going to make sure that he has my back."" As for the ridicule she faces, the Duchess of Sussex shares, ""I love being able to… play in the sandbox with my kids and to play in the front row at a show."" ""I think the moment that you start making all of your personal decisions based on external judgment, then you lose your authenticity."" Swipe for more from Meghan and head to the link in bio 🔗 for Harper's Bazaar's full interview, on newsstands Dec. 2",3e0990a30f3b67b0,disappointment,-0.5,[],False,-3.727599281670061,635,"{'people': ['harry', 'Meghan Markle', 'Meg', 'Meghan', 'Harry', 'Dataset Instagram', 'Duchess'], 'shows': [], 'explicit_people': [], 'implicit_people': ['Dataset Instagram', 'Meg', 'Harry', 'harry', 'Meghan', 'Duchess', 'Meghan Markle'], 'explicit_shows': [], 'implicit_shows': []}"
instagram,shonda_3088,"All I see is people criticizing her bc she likes to brag about how she’s loved by her husband and children…
Which is mind boggling to me bc what’s wrong with that.. maybe she grew up not ever feeling love.. maybe she grew up not knowing what that feels like..
If a journalist is asking questions about her husband and how he makes her feel or how she feels, why can’t she say He loves me so much and my children love me so much… why does she have to vocalize her love for them..this is typically always a given..
She loves her children clearly..She loves her husband clearly.. BUT the biggest thing for her is that she is LOVED back if not more.. Yall need to Get over yourselves.",1970-01-01 00:00:01.763758599,13,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-10-02-585,https://www.instagram.com/p/DRSssyVEuwk,"Meghan Markle says ""no one in the world"" loves her more than Prince Harry — and the feeling is very much mutual! ""He loves me so boldly, fully,"" she tells Harper's Bazaar. ""He also has a different perspective because he sees media that I wouldn't. No one in the world loves me more than him, so I know he's always going to make sure that he has my back."" As for the ridicule she faces, the Duchess of Sussex shares, ""I love being able to… play in the sandbox with my kids and to play in the front row at a show."" ""I think the moment that you start making all of your personal decisions based on external judgment, then you lose your authenticity."" Swipe for more from Meghan and head to the link in bio 🔗 for Harper's Bazaar's full interview, on newsstands Dec. 2",c42652365470299c,surprise,0.4,[],False,1.4556229318461034,13,"{'people': ['harry', 'Meghan Markle', 'Meg', 'Meghan', 'Harry', 'Dataset Instagram', 'Duchess'], 'shows': [], 'explicit_people': [], 'implicit_people': ['Dataset Instagram', 'Meg', 'Harry', 'harry', 'Meghan', 'Duchess', 'Meghan Markle'], 'explicit_shows': [], 'implicit_shows': []}"
instagram,ri198156,❤️❤️❤️,1970-01-01 00:00:01.763672266,3,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-10-02-585,https://www.instagram.com/p/DRSssyVEuwk,"Meghan Markle says ""no one in the world"" loves her more than Prince Harry — and the feeling is very much mutual! ""He loves me so boldly, fully,"" she tells Harper's Bazaar. ""He also has a different perspective because he sees media that I wouldn't. No one in the world loves me more than him, so I know he's always going to make sure that he has my back."" As for the ridicule she faces, the Duchess of Sussex shares, ""I love being able to… play in the sandbox with my kids and to play in the front row at a show."" ""I think the moment that you start making all of your personal decisions based on external judgment, then you lose your authenticity."" Swipe for more from Meghan and head to the link in bio 🔗 for Harper's Bazaar's full interview, on newsstands Dec. 2",c2461cd9f2535e2f,love,1.0,[],False,2.386294361119891,3,"{'people': [], 'shows': [], 'explicit_people': [], 'implicit_people': [], 'explicit_shows': [], 'implicit_shows': []}"
instagram,graham.asa,But you love yourself more!,1970-01-01 00:00:01.763674962,344,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-10-02-585,https://www.instagram.com/p/DRSssyVEuwk,"Meghan Markle says ""no one in the world"" loves her more than Prince Harry — and the feeling is very much mutual! ""He loves me so boldly, fully,"" she tells Harper's Bazaar. ""He also has a different perspective because he sees media that I wouldn't. No one in the world loves me more than him, so I know he's always going to make sure that he has my back."" As for the ridicule she faces, the Duchess of Sussex shares, ""I love being able to… play in the sandbox with my kids and to play in the front row at a show."" ""I think the moment that you start making all of your personal decisions based on external judgment, then you lose your authenticity."" Swipe for more from Meghan and head to the link in bio 🔗 for Harper's Bazaar's full interview, on newsstands Dec. 2",49a4c62e6d99db89,sarcasm,-0.4,[],True,-2.7374177668125443,344,"{'people': [], 'shows': [], 'explicit_people': [], 'implicit_people': [], 'explicit_shows': [], 'implicit_shows': []}"
instagram,plc_4life,William always the smarter one,1970-01-01 00:00:01.763672328,85,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-10-02-585,https://www.instagram.com/p/DRSssyVEuwk,"Meghan Markle says ""no one in the world"" loves her more than Prince Harry — and the feeling is very much mutual! ""He loves me so boldly, fully,"" she tells Harper's Bazaar. ""He also has a different perspective because he sees media that I wouldn't. No one in the world loves me more than him, so I know he's always going to make sure that he has my back."" As for the ridicule she faces, the Duchess of Sussex shares, ""I love being able to… play in the sandbox with my kids and to play in the front row at a show."" ""I think the moment that you start making all of your personal decisions based on external judgment, then you lose your authenticity."" Swipe for more from Meghan and head to the link in bio 🔗 for Harper's Bazaar's full interview, on newsstands Dec. 2",9ebc7cef16f468b4,neutral,0.0,[],False,0.0,85,"{'people': ['harry', 'Meghan Markle', 'Meg', 'Meghan', 'Harry', 'Dataset Instagram', 'William', 'Duchess'], 'shows': [], 'explicit_people': ['William'], 'implicit_people': ['Dataset Instagram', 'Meg', 'Harry', 'harry', 'Meghan', 'Duchess', 'Meghan Markle'], 'explicit_shows': [], 'implicit_shows': []}"
instagram,26lozza,But do you love him?🤔,1970-01-01 00:00:01.763671741,729,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-10-02-585,https://www.instagram.com/p/DRSssyVEuwk,"Meghan Markle says ""no one in the world"" loves her more than Prince Harry — and the feeling is very much mutual! ""He loves me so boldly, fully,"" she tells Harper's Bazaar. ""He also has a different perspective because he sees media that I wouldn't. No one in the world loves me more than him, so I know he's always going to make sure that he has my back."" As for the ridicule she faces, the Duchess of Sussex shares, ""I love being able to… play in the sandbox with my kids and to play in the front row at a show."" ""I think the moment that you start making all of your personal decisions based on external judgment, then you lose your authenticity."" Swipe for more from Meghan and head to the link in bio 🔗 for Harper's Bazaar's full interview, on newsstands Dec. 2",d3aff602e56b3fbf,neutral,0.0,[],False,0.0,729,"{'people': ['harry', 'Meghan Markle', 'Meg', 'Meghan', 'Harry', 'Dataset Instagram', 'Duchess'], 'shows': [], 'explicit_people': [], 'implicit_people': ['Dataset Instagram', 'Meg', 'Harry', 'harry', 'Meghan', 'Duchess', 'Meghan Markle'], 'explicit_shows': [], 'implicit_shows': []}"
instagram,sasefina,It’s so funny how you keep saying Markle you know it’s Sussex now 🤪,1970-01-01 00:00:01.763672740,468,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-10-02-585,https://www.instagram.com/p/DRSssyVEuwk,"Meghan Markle says ""no one in the world"" loves her more than Prince Harry — and the feeling is very much mutual! ""He loves me so boldly, fully,"" she tells Harper's Bazaar. ""He also has a different perspective because he sees media that I wouldn't. No one in the world loves me more than him, so I know he's always going to make sure that he has my back."" As for the ridicule she faces, the Duchess of Sussex shares, ""I love being able to… play in the sandbox with my kids and to play in the front row at a show."" ""I think the moment that you start making all of your personal decisions based on external judgment, then you lose your authenticity."" Swipe for more from Meghan and head to the link in bio 🔗 for Harper's Bazaar's full interview, on newsstands Dec. 2",2e068a6c4f43b538,neutral,0.0,[],False,0.0,468,"{'people': [], 'shows': [], 'explicit_people': [], 'implicit_people': [], 'explicit_shows': [], 'implicit_shows': []}"
instagram,silviacasetta,And you? You love him?,1970-01-01 00:00:01.763671861,409,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-10-02-585,https://www.instagram.com/p/DRSssyVEuwk,"Meghan Markle says ""no one in the world"" loves her more than Prince Harry — and the feeling is very much mutual! ""He loves me so boldly, fully,"" she tells Harper's Bazaar. ""He also has a different perspective because he sees media that I wouldn't. No one in the world loves me more than him, so I know he's always going to make sure that he has my back."" As for the ridicule she faces, the Duchess of Sussex shares, ""I love being able to… play in the sandbox with my kids and to play in the front row at a show."" ""I think the moment that you start making all of your personal decisions based on external judgment, then you lose your authenticity."" Swipe for more from Meghan and head to the link in bio 🔗 for Harper's Bazaar's full interview, on newsstands Dec. 2",f865aa103a789a21,neutral,0.0,[],False,0.0,409,"{'people': ['harry', 'Meghan Markle', 'Meg', 'Meghan', 'Harry', 'Dataset Instagram', 'Duchess'], 'shows': [], 'explicit_people': [], 'implicit_people': ['Dataset Instagram', 'Meg', 'Harry', 'harry', 'Meghan', 'Duchess', 'Meghan Markle'], 'explicit_shows': [], 'implicit_shows': []}"
instagram,rachelrb82,Me me me 😂,1970-01-01 00:00:01.763672102,120,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-10-02-585,https://www.instagram.com/p/DRSssyVEuwk,"Meghan Markle says ""no one in the world"" loves her more than Prince Harry — and the feeling is very much mutual! ""He loves me so boldly, fully,"" she tells Harper's Bazaar. ""He also has a different perspective because he sees media that I wouldn't. No one in the world loves me more than him, so I know he's always going to make sure that he has my back."" As for the ridicule she faces, the Duchess of Sussex shares, ""I love being able to… play in the sandbox with my kids and to play in the front row at a show."" ""I think the moment that you start making all of your personal decisions based on external judgment, then you lose your authenticity."" Swipe for more from Meghan and head to the link in bio 🔗 for Harper's Bazaar's full interview, on newsstands Dec. 2",7ebbbcad1f49e00f,excitement,0.8,[],False,4.636632436477393,120,"{'people': [], 'shows': [], 'explicit_people': [], 'implicit_people': [], 'explicit_shows': [], 'implicit_shows': []}"
instagram,margee48,Adorable couple! Diana would be very proud! ❤️❤️❤️❤️❤️,1970-01-01 00:00:01.763708168,8,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-10-02-585,https://www.instagram.com/p/DRSssyVEuwk,"Meghan Markle says ""no one in the world"" loves her more than Prince Harry — and the feeling is very much mutual! ""He loves me so boldly, fully,"" she tells Harper's Bazaar. ""He also has a different perspective because he sees media that I wouldn't. No one in the world loves me more than him, so I know he's always going to make sure that he has my back."" As for the ridicule she faces, the Duchess of Sussex shares, ""I love being able to… play in the sandbox with my kids and to play in the front row at a show."" ""I think the moment that you start making all of your personal decisions based on external judgment, then you lose your authenticity."" Swipe for more from Meghan and head to the link in bio 🔗 for Harper's Bazaar's full interview, on newsstands Dec. 2",29da24e54fcd9730,love,1.0,[],False,3.1972245773362196,8,"{'people': ['harry', 'Meghan Markle', 'Diana', 'Meg', 'Meghan', 'Harry', 'Dataset Instagram', 'Duchess'], 'shows': [], 'explicit_people': ['Diana'], 'implicit_people': ['Dataset Instagram', 'Meg', 'Harry', 'harry', 'Meghan', 'Duchess', 'Meghan Markle'], 'explicit_shows': [], 'implicit_shows': []}"
