platform,username,comment_text,timestamp,likes,post_id,post_subject,post_url,post_caption,comment_id,primary_emotion,sentiment_score,secondary_emotions,is_sarcastic,weighted_sentiment,comment_likes,mentioned_entities
instagram,sweetdawls,She should be embarrassed of her actions!!! #teamjustin,1970-01-01 00:00:01.763669004,492,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-16-50-355,https://www.instagram.com/p/DRSmMhODnJ2,"Colleen Hoover says the legal battle between Justin Baldoni and Blake Lively has tainted how she feels about her novel, 'It Ends With Us.' ""I can't even recommend it anymore. I feel like [the lawsuit] has overshadowed it,"" the author tells ELLE magazine. ""I'm almost embarrassed to say I wrote it."" ""When people ask what I do, I'm just like, 'I'm a writer. Please don't ask me what I wrote.'"" Colleen will be deposed for the case in a few weeks and says that Blake and Justin's ongoing conflict ""feels like a circus"" and is ""all-around sad."" ""This actually truly has impacted some of the actors' careers in huge ways... I'm just trying to stay removed from the negativity. I have my own story I could tell … but I don't want to bring attention to it, and I don't want to have to put someone else down to lift myself up.""",3dcfb8f681d510f6,anger,-0.9,[],False,-6.480458256638421,492,"{'people': ['Colleen Hoover', 'Justin', 'Colleen', 'Justin Baldoni', 'Blake Lively', 'Blake'], 'shows': [], 'explicit_people': ['Justin'], 'implicit_people': ['Blake', 'Colleen', 'Blake Lively', 'Colleen Hoover', 'Justin Baldoni'], 'explicit_shows': [], 'implicit_shows': []}"
instagram,jubilee1991,"Now she wants sympathy, after being complicit in this whole facade of a case??!",1970-01-01 00:00:01.763690306,127,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-16-50-355,https://www.instagram.com/p/DRSmMhODnJ2,"Colleen Hoover says the legal battle between Justin Baldoni and Blake Lively has tainted how she feels about her novel, 'It Ends With Us.' ""I can't even recommend it anymore. I feel like [the lawsuit] has overshadowed it,"" the author tells ELLE magazine. ""I'm almost embarrassed to say I wrote it."" ""When people ask what I do, I'm just like, 'I'm a writer. Please don't ask me what I wrote.'"" Colleen will be deposed for the case in a few weeks and says that Blake and Justin's ongoing conflict ""feels like a circus"" and is ""all-around sad."" ""This actually truly has impacted some of the actors' careers in huge ways... I'm just trying to stay removed from the negativity. I have my own story I could tell … but I don't want to bring attention to it, and I don't want to have to put someone else down to lift myself up.""",521275d3d5d303a2,anger,-0.8,[],False,-4.681624211135694,127,"{'people': ['Colleen Hoover', 'Justin', 'Colleen', 'Justin Baldoni', 'Blake Lively', 'Blake'], 'shows': [], 'explicit_people': [], 'implicit_people': ['Blake', 'Justin', 'Colleen', 'Blake Lively', 'Colleen Hoover', 'Justin Baldoni'], 'explicit_shows': [], 'implicit_shows': []}"
instagram,romex.silvagmail.com9,JUSTICE FOR JUSTIN,1970-01-01 00:00:01.763671799,169,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-16-50-355,https://www.instagram.com/p/DRSmMhODnJ2,"Colleen Hoover says the legal battle between Justin Baldoni and Blake Lively has tainted how she feels about her novel, 'It Ends With Us.' ""I can't even recommend it anymore. I feel like [the lawsuit] has overshadowed it,"" the author tells ELLE magazine. ""I'm almost embarrassed to say I wrote it."" ""When people ask what I do, I'm just like, 'I'm a writer. Please don't ask me what I wrote.'"" Colleen will be deposed for the case in a few weeks and says that Blake and Justin's ongoing conflict ""feels like a circus"" and is ""all-around sad."" ""This actually truly has impacted some of the actors' careers in huge ways... I'm just trying to stay removed from the negativity. I have my own story I could tell … but I don't want to bring attention to it, and I don't want to have to put someone else down to lift myself up.""",8fa1b5ff0d585033,excitement,0.9,[],False,5.522218593345236,169,"{'people': ['Justin'], 'shows': [], 'explicit_people': ['Justin'], 'implicit_people': [], 'explicit_shows': [], 'implicit_shows': []}"
instagram,heidiklingwrites,Well said. I can’t imagine anyone wanting to work with Blake or RR after this. A PR disaster that keeps getting worse.,1970-01-01 00:00:01.763669204,151,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-16-50-355,https://www.instagram.com/p/DRSmMhODnJ2,"Colleen Hoover says the legal battle between Justin Baldoni and Blake Lively has tainted how she feels about her novel, 'It Ends With Us.' ""I can't even recommend it anymore. I feel like [the lawsuit] has overshadowed it,"" the author tells ELLE magazine. ""I'm almost embarrassed to say I wrote it."" ""When people ask what I do, I'm just like, 'I'm a writer. Please don't ask me what I wrote.'"" Colleen will be deposed for the case in a few weeks and says that Blake and Justin's ongoing conflict ""feels like a circus"" and is ""all-around sad."" ""This actually truly has impacted some of the actors' careers in huge ways... I'm just trying to stay removed from the negativity. I have my own story I could tell … but I don't want to bring attention to it, and I don't want to have to put someone else down to lift myself up.""",59a6e1d5d92b2763,disappointment,-0.6,[],False,-3.614328312507766,151,"{'people': ['Colleen Hoover', 'Justin', 'Colleen', 'Justin Baldoni', 'Blake Lively', 'Blake'], 'shows': [], 'explicit_people': ['Blake'], 'implicit_people': ['Justin', 'Colleen', 'Blake Lively', 'Colleen Hoover', 'Justin Baldoni'], 'explicit_shows': [], 'implicit_shows': []}"
instagram,marionsampson336,Team Justin!,1970-01-01 00:00:01.763694579,7,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-16-50-355,https://www.instagram.com/p/DRSmMhODnJ2,"Colleen Hoover says the legal battle between Justin Baldoni and Blake Lively has tainted how she feels about her novel, 'It Ends With Us.' ""I can't even recommend it anymore. I feel like [the lawsuit] has overshadowed it,"" the author tells ELLE magazine. ""I'm almost embarrassed to say I wrote it."" ""When people ask what I do, I'm just like, 'I'm a writer. Please don't ask me what I wrote.'"" Colleen will be deposed for the case in a few weeks and says that Blake and Justin's ongoing conflict ""feels like a circus"" and is ""all-around sad."" ""This actually truly has impacted some of the actors' careers in huge ways... I'm just trying to stay removed from the negativity. I have my own story I could tell … but I don't want to bring attention to it, and I don't want to have to put someone else down to lift myself up.""",a7dce97342c07aa1,excitement,0.8,[],False,2.4635532333438688,7,"{'people': ['Team Justin', 'Justin'], 'shows': [], 'explicit_people': ['Justin', 'Team Justin'], 'implicit_people': [], 'explicit_shows': [], 'implicit_shows': []}"
instagram,kaleighhbriannee,"Yeaaah no empathy for her, and I say that as a BIG fan of her books.. I’ve read them all. But her backing Blake and her horrible treatment of Justin and his family during the premier alone is enough for me to dislike her.",1970-01-01 00:00:01.763670738,148,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-16-50-355,https://www.instagram.com/p/DRSmMhODnJ2,"Colleen Hoover says the legal battle between Justin Baldoni and Blake Lively has tainted how she feels about her novel, 'It Ends With Us.' ""I can't even recommend it anymore. I feel like [the lawsuit] has overshadowed it,"" the author tells ELLE magazine. ""I'm almost embarrassed to say I wrote it."" ""When people ask what I do, I'm just like, 'I'm a writer. Please don't ask me what I wrote.'"" Colleen will be deposed for the case in a few weeks and says that Blake and Justin's ongoing conflict ""feels like a circus"" and is ""all-around sad."" ""This actually truly has impacted some of the actors' careers in huge ways... I'm just trying to stay removed from the negativity. I have my own story I could tell … but I don't want to bring attention to it, and I don't want to have to put someone else down to lift myself up.""",911651521f6207f2,anger,-0.7,[],False,-4.202762414161821,148,"{'people': ['Colleen Hoover', 'Justin', 'Colleen', 'Justin Baldoni', 'Blake Lively', 'Blake'], 'shows': [], 'explicit_people': ['Blake', 'Justin'], 'implicit_people': ['Colleen', 'Blake Lively', 'Colleen Hoover', 'Justin Baldoni'], 'explicit_shows': [], 'implicit_shows': []}"
instagram,jechastain14,Team Justin,1970-01-01 00:00:01.763691824,31,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-16-50-355,https://www.instagram.com/p/DRSmMhODnJ2,"Colleen Hoover says the legal battle between Justin Baldoni and Blake Lively has tainted how she feels about her novel, 'It Ends With Us.' ""I can't even recommend it anymore. I feel like [the lawsuit] has overshadowed it,"" the author tells ELLE magazine. ""I'm almost embarrassed to say I wrote it."" ""When people ask what I do, I'm just like, 'I'm a writer. Please don't ask me what I wrote.'"" Colleen will be deposed for the case in a few weeks and says that Blake and Justin's ongoing conflict ""feels like a circus"" and is ""all-around sad."" ""This actually truly has impacted some of the actors' careers in huge ways... I'm just trying to stay removed from the negativity. I have my own story I could tell … but I don't want to bring attention to it, and I don't want to have to put someone else down to lift myself up.""",a5f6fe31ba88edbc,excitement,0.8,[],False,3.572588722239782,31,"{'people': ['Team Justin', 'Justin'], 'shows': [], 'explicit_people': ['Justin', 'Team Justin'], 'implicit_people': [], 'explicit_shows': [], 'implicit_shows': []}"
instagram,ryevera,Oh Look it’s Colleen JUDAS Hoover and Blake THE SNAKE Lively. Picture perfect,1970-01-01 00:00:01.763695849,62,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-16-50-355,https://www.instagram.com/p/DRSmMhODnJ2,"Colleen Hoover says the legal battle between Justin Baldoni and Blake Lively has tainted how she feels about her novel, 'It Ends With Us.' ""I can't even recommend it anymore. I feel like [the lawsuit] has overshadowed it,"" the author tells ELLE magazine. ""I'm almost embarrassed to say I wrote it."" ""When people ask what I do, I'm just like, 'I'm a writer. Please don't ask me what I wrote.'"" Colleen will be deposed for the case in a few weeks and says that Blake and Justin's ongoing conflict ""feels like a circus"" and is ""all-around sad."" ""This actually truly has impacted some of the actors' careers in huge ways... I'm just trying to stay removed from the negativity. I have my own story I could tell … but I don't want to bring attention to it, and I don't want to have to put someone else down to lift myself up.""",8a9c20657948a300,anger,-0.9,[],False,-4.628821253752379,62,"{'people': ['Colleen Hoover', 'Justin', 'Colleen', 'Justin Baldoni', 'Blake Lively', 'Blake'], 'shows': [], 'explicit_people': ['Blake', 'Colleen'], 'implicit_people': ['Justin', 'Blake Lively', 'Colleen Hoover', 'Justin Baldoni'], 'explicit_shows': [], 'implicit_shows': []}"
instagram,aamandaduarte,The only shameful thing about this production is that Blake was cast in this film.,1970-01-01 00:00:01.763670746,155,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-16-50-355,https://www.instagram.com/p/DRSmMhODnJ2,"Colleen Hoover says the legal battle between Justin Baldoni and Blake Lively has tainted how she feels about her novel, 'It Ends With Us.' ""I can't even recommend it anymore. I feel like [the lawsuit] has overshadowed it,"" the author tells ELLE magazine. ""I'm almost embarrassed to say I wrote it."" ""When people ask what I do, I'm just like, 'I'm a writer. Please don't ask me what I wrote.'"" Colleen will be deposed for the case in a few weeks and says that Blake and Justin's ongoing conflict ""feels like a circus"" and is ""all-around sad."" ""This actually truly has impacted some of the actors' careers in huge ways... I'm just trying to stay removed from the negativity. I have my own story I could tell … but I don't want to bring attention to it, and I don't want to have to put someone else down to lift myself up.""",2073ebbd9d71cb9f,anger,-0.8,[],False,-4.83988480579963,155,"{'people': ['Colleen Hoover', 'Justin', 'Colleen', 'Justin Baldoni', 'Blake Lively', 'Blake'], 'shows': [], 'explicit_people': ['Blake'], 'implicit_people': ['Justin', 'Colleen', 'Blake Lively', 'Colleen Hoover', 'Justin Baldoni'], 'explicit_shows': [], 'implicit_shows': []}"
instagram,_dina.marie_,"Oh Colleen, you were all team Justin until you met Blake. Do the math, it doesn't take a rocket scientist to see you chose wrong. You should be embarrassed all the way around.",1970-01-01 00:00:01.763669526,389,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-16-50-355,https://www.instagram.com/p/DRSmMhODnJ2,"Colleen Hoover says the legal battle between Justin Baldoni and Blake Lively has tainted how she feels about her novel, 'It Ends With Us.' ""I can't even recommend it anymore. I feel like [the lawsuit] has overshadowed it,"" the author tells ELLE magazine. ""I'm almost embarrassed to say I wrote it."" ""When people ask what I do, I'm just like, 'I'm a writer. Please don't ask me what I wrote.'"" Colleen will be deposed for the case in a few weeks and says that Blake and Justin's ongoing conflict ""feels like a circus"" and is ""all-around sad."" ""This actually truly has impacted some of the actors' careers in huge ways... I'm just trying to stay removed from the negativity. I have my own story I could tell … but I don't want to bring attention to it, and I don't want to have to put someone else down to lift myself up.""",c146dee6431d0b05,anger,-0.8,[],False,-5.5729173912989545,389,"{'people': ['Colleen Hoover', 'Justin', 'Colleen', 'Justin Baldoni', 'Team Justin', 'Blake Lively', 'Blake'], 'shows': [], 'explicit_people': ['Blake', 'Justin', 'Colleen', 'Team Justin'], 'implicit_people': ['Blake Lively', 'Colleen Hoover', 'Justin Baldoni'], 'explicit_shows': [], 'implicit_shows': []}"
instagram,juliarooke1,She liked him then though,1970-01-01 00:00:01.763668330,57,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-16-50-355,https://www.instagram.com/p/DRSmMhODnJ2,"Colleen Hoover says the legal battle between Justin Baldoni and Blake Lively has tainted how she feels about her novel, 'It Ends With Us.' ""I can't even recommend it anymore. I feel like [the lawsuit] has overshadowed it,"" the author tells ELLE magazine. ""I'm almost embarrassed to say I wrote it."" ""When people ask what I do, I'm just like, 'I'm a writer. Please don't ask me what I wrote.'"" Colleen will be deposed for the case in a few weeks and says that Blake and Justin's ongoing conflict ""feels like a circus"" and is ""all-around sad."" ""This actually truly has impacted some of the actors' careers in huge ways... I'm just trying to stay removed from the negativity. I have my own story I could tell … but I don't want to bring attention to it, and I don't want to have to put someone else down to lift myself up.""",16cf6a75ee2c1e6f,neutral,0.0,[],False,0.0,57,"{'people': ['Colleen Hoover', 'Justin', 'Colleen', 'Justin Baldoni', 'Blake Lively', 'Blake'], 'shows': [], 'explicit_people': [], 'implicit_people': ['Blake', 'Justin', 'Colleen', 'Blake Lively', 'Colleen Hoover', 'Justin Baldoni'], 'explicit_shows': [], 'implicit_shows': []}"
instagram,sarahpatino71,"I think you backed the wrong horse. The fact that you supported Blake after she treated everybody so badly tells everyone what kind of person you are. Standing behind your director should have been what you did. I know immediately you might not have had all the facts, but then in that instance, you should have waited before taking a side.",1970-01-01 00:00:01.763668573,518,d41d8cd98f00,Dataset Instagram-Comments-Scraper 2025-11-23 05-16-50-355,https://www.instagram.com/p/DRSmMhODnJ2,"Colleen Hoover says the legal battle between Justin Baldoni and Blake Lively has tainted how she feels about her novel, 'It Ends With Us.' ""I can't even recommend it anymore. I feel like [the lawsuit] has overshadowed it,"" the author tells ELLE magazine. ""I'm almost embarrassed to say I wrote it."" ""When people ask what I do, I'm just like, 'I'm a writer. Please don't ask me what I wrote.'"" Colleen will be deposed for the case in a few weeks and says that Blake and Justin's ongoing conflict ""feels like a circus"" and is ""all-around sad."" ""This actually truly has impacted some of the actors' careers in huge ways... I'm just trying to stay removed from the negativity. I have my own story I could tell … but I don't want to bring attention to it, and I don't want to have to put someone else down to lift myself up.""",ef8df6301b698bcf,anger,-0.7,[],False,-5.076332718216122,518,"{'people': ['Colleen Hoover', 'Justin', 'Colleen', 'Justin Baldoni', 'Blake Lively', 'Blake'], 'shows': [], 'explicit_people': ['Blake'], 'implicit_people': ['Justin', 'Colleen', 'Blake Lively', 'Colleen Hoover', 'Justin Baldoni'], 'explicit_shows': [], 'implicit_shows': []}"
